Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address,English_Address
1248,500211307,2,-1,"[(116.30879425555014, 40.00433998137717)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口南角1000m","on the east side of unknown road, 1000m from the south corner of the junction of Heqing Road and unknown road"
1249,500212079,2,-1,"[(116.3549257409568, 39.996080106542976)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口西南角400m","on the east side of Zhixin West Road, 400m from the southwest corner of the junction of Tsinghua East Road and Zhixin West Road"
1250,500212084,2,-1,"[(116.30536937422846, 40.01558527308995)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角600m","on the east side of unknown road, 600m from the east corner of the junction of unknown road and unknown road"
1251,500212487,2,-1,"[(116.34977135809147, 40.01386334446758)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口南角300m","on the east side of G6 Auxiliary Road, 300m from the south corner of the junction of unknown road and G6 Auxiliary Road"
1252,500212525,2,-1,"[(116.30530858176007, 40.015050140211606)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角550m","on the east side of unknown road, 550m from the east corner of the junction of unknown road and unknown road"
1253,500212567,2,-1,"[(116.33370731660696, 39.9992222884607)]",,,"双清路东侧, 距离双清路和双清路交叉口南角400m","on the east side of Shuangqing Road, 400m from the south corner of the junction of Shuangqing Road and Shuangqing Road"
1254,500212772,2,-1,"[(116.33960703173071, 40.014188043878924)]",,,"双清路东侧, 距离双清路和双清路交叉口南角650m","on the east side of Shuangqing Road, 650m from the south corner of the junction of Shuangqing Road and Shuangqing Road"
1255,500212872,2,-1,"[(116.30840238162864, 40.01894955107928)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
1256,500212926,2,-1,"[(116.32140369717058, 40.01334912181673)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口西北角1950m","on the east side of Heqing Road, 1950m from the northwest corner of the junction of Tsinghua East Road and Heqing Road"
1257,500213547,2,-1,"[(116.30361260684424, 40.01952826010922)]",,,"未知路名东侧, 距离信息路和未知路名交叉口西北角400m","on the east side of unknown road, 400m from the northwest corner of the junction of Zhongguancun North Street and unknown road"
1258,500213947,2,-1,"[(116.3342564636377, 39.99622139211192)]",,,"王庄路东侧, 距离成府路和王庄路交叉口北角500m","on the east side of Wangzhuang Road, 500m from the north corner of the junction of Chengfu Road and Wangzhuang Road"
1259,500214062,2,-1,"[(116.3143345850781, 40.013664244904625)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口东北角200m","on the east side of Zhongguancun North Street, 200m from the northeast corner of the junction of Heqing Road and Zhongguancun North Street"
1260,500214206,2,-1,"[(116.30868371265888, 40.00351972952914)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1050m","on the east side of Zhongguancun North Street, 1050m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
1261,500214480,2,-1,"[(116.35652886351406, 40.013512939145244)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角550m","on the east side of G6 Auxiliary Road, 550m from the north corner of the junction of unknown road and G6 Auxiliary Road"
1262,500214823,2,-1,"[(116.35601000064368, 40.011763779375215)]",,,"未知路名东侧, 距离京藏高速和未知路名交叉口北角250m","on the east side of unknown road, 250m from the north corner of the junction of Beijing-Tibet Expressway and unknown road"
1263,500215366,2,-1,"[(116.35515132195532, 40.013404978265925)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角400m","on the east side of Beijing-Tibet Expressway, 400m from the north corner of the junction of unknown road and Beijing-Tibet Expressway"
1264,500216143,2,-1,"[(116.35395423879731, 40.01416342120066)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口西北角550m","on the east side of Beijing-Tibet Expressway, 550m from the northwest corner of the junction of unknown road and Beijing-Tibet Expressway"
1265,500216150,2,-1,"[(116.30865219017582, 40.0161292197375)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东角450m","on the east side of unknown road, 450m from the east corner of the junction of North Fifth Ring Road and unknown road"
1266,500216161,2,-1,"[(116.33256785766218, 40.00457511806051)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口北角550m","on the east side of Heqing Road, 550m from the north corner of the junction of Tsinghua East Road and Heqing Road"
1267,500216377,2,-1,"[(116.34696897857555, 39.997778680054004)]",,,"学院路东侧, 距离志新路和学院路交叉口北角600m","on the east side of Xueyuan Road, 600m from the north corner of the junction of Zhixin Road and Xueyuan Road"
1268,500216899,2,-1,"[(116.35857811518085, 39.994416653687146)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
1269,500217435,2,-1,"[(116.308786646105, 40.004309479842696)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口南角1000m","on the east side of unknown road, 1000m from the south corner of the junction of Heqing Road and unknown road"
1270,500217956,2,-1,"[(116.34594910261535, 40.01307972392982)]",,,"学清路东侧, 距离石板房南路和学清路交叉口北角700m","on the east side of Xueqing Road, 700m from the north corner of the junction of North Road of Forestry University and Xueqing Road"
1271,500218521,2,-1,"[(116.33814599995846, 40.01059359136365)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m","on the east side of Shuangqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1272,500218555,2,-1,"[(116.31258399860502, 40.01186205136761)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口东北角50m以内","on the east side of Zhongguancun North Street, within 50m from the northeast corner of the junction of Heqing Road and Zhongguancun North Street"
1273,500219028,2,-1,"[(116.30393218245074, 40.01754777923116)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
1274,500219258,2,-1,"[(116.34449416289607, 40.00140915506222)]",,,"静淑苑路东侧, 距离清华东路和静淑苑路交叉口东北角200m","on the east side of Jingshu Yuan Road, 200m from the northeast corner of the junction of Tsinghua East Road and Jingshu Yuan Road"
1275,500219293,2,-1,"[(116.33807616082998, 40.01053372123801)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m","on the east side of Shuangqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1276,500219489,2,-1,"[(116.30957982327719, 40.01870737473266)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角200m","on the east side of Information Road, 200m from the north corner of the junction of Zhongguancun North Street and Information Road"
1277,500219585,2,-1,"[(116.30944005331112, 40.019327605996345)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角350m","on the east side of Information Road, 350m from the north corner of the junction of Zhongguancun North Street and Information Road"
1278,500219590,2,-1,"[(116.31202480968442, 40.01536294631385)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
1279,500219625,2,-1,"[(116.30836243500289, 40.019219612353275)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
1280,500219781,2,-1,"[(116.34811645049963, 39.99953669215253)]",,,"清华东路东侧, 距离学清路和清华东路交叉口东角100m","on the east side of Tsinghua East Road, 100m from the east corner of the junction of Xueyuan Road and Tsinghua East Road"
1281,500219819,2,-1,"[(116.29421435583338, 39.99605544273014)]",,,"颐和园路东侧, 距离二龙闸路和颐和园路交叉口东角350m","on the east side of Yiheyuan Road, 350m from the east corner of the junction of Erlongzha Road and Yiheyuan Road"
1282,500219889,2,-1,"[(116.30414202123288, 40.01530750571561)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角450m","on the east side of unknown road, 450m from the east corner of the junction of unknown road and unknown road"
1283,500220123,2,-1,"[(116.32150789660032, 40.01320372398157)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口西北角1950m","on the east side of Heqing Road, 1950m from the northwest corner of the junction of Tsinghua East Road and Heqing Road"
1284,500220143,2,-1,"[(116.30922500211202, 40.0189168686265)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
1285,500220158,2,-1,"[(116.33370199381736, 39.996095141669336)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
1286,500220212,2,-1,"[(116.34101624073207, 40.00990604213855)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角550m","on the east side of Shuangqing Road, 550m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1287,500220263,2,-1,"[(116.3465076168408, 40.015798653848265)]",,,"学清路东侧, 距离月泉路和学清路交叉口北角200m","on the east side of Xueqing Road, 200m from the north corner of the junction of Yuequan Road and Xueqing Road"
1288,500220319,2,-1,"[(116.3096069650305, 40.0189633551173)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
1289,500220582,2,-1,"[(116.30727565219654, 40.01594829092405)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东角350m","on the east side of unknown road, 350m from the east corner of the junction of North Fifth Ring Road and unknown road"
1290,500220663,2,-1,"[(116.34101624073207, 40.00990604213855)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角550m","on the east side of Shuangqing Road, 550m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1291,500220736,2,-1,"[(116.34843626031257, 39.99603631423575)]",,,"学院路东侧, 距离志新路和学院路交叉口北角400m","on the east side of Xueyuan Road, 400m from the north corner of the junction of Zhixin Road and Xueyuan Road"
1292,500220833,2,-1,"[(116.33897562053424, 39.99931258382781)]",,,"清华东路东侧, 距离王庄路和清华东路交叉口东角400m","on the east side of Tsinghua East Road, 400m from the east corner of the junction of Shuangqing Road and Tsinghua East Road"
1293,500221187,2,-1,"[(116.30878386746409, 40.00464815708479)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口南角950m","on the east side of unknown road, 950m from the south corner of the junction of Heqing Road and unknown road"
1294,500221232,2,-1,"[(116.32702665632905, 39.99266707843084)]",,,"中关村东路东侧, 距离双清路和中关村东路交叉口南角100m","on the east side of Zhongguancun East Road, 100m from the south corner of the junction of Shuangqing Road and Zhongguancun East Road"
1295,500221319,2,-1,"[(116.33347827428717, 39.99574286619147)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
1296,500221947,2,-1,"[(116.34281734673218, 39.999495730604)]",,,"清华东路东侧, 距离王庄路和清华东路交叉口东角750m","on the east side of Tsinghua East Road, 750m from the east corner of the junction of Shuangqing Road and Tsinghua East Road"
1297,500221966,2,-1,"[(116.29733574362082, 40.01680933604659)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角1350m","on the east side of North Fifth Ring Road, 1350m from the west corner of the junction of unknown road and North Fifth Ring Road"
1298,500222305,2,-1,"[(116.30917067961926, 40.01906811956488)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
1299,500222345,2,-1,"[(116.35165731947488, 40.017040180925925)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口西北角900m","on the east side of Beijing-Tibet Expressway, 900m from the northwest corner of the junction of unknown road and Beijing-Tibet Expressway"
1300,500222374,2,-1,"[(116.30572749984148, 40.014658070467505)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角600m","on the east side of unknown road, 600m from the east corner of the junction of unknown road and unknown road"
1301,500222406,2,-1,"[(116.35458272251917, 40.01047596517509)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口东南角850m","on the east side of G6 Auxiliary Road, 850m from the southeast corner of the junction of unknown road and G6 Auxiliary Road"
1302,500222504,2,-1,"[(116.35391449803652, 40.00611717381858)]",,,"小月河西路东侧, 距离志新西路和小月河西路交叉口西北角750m","on the east side of Xiaoyue River West Road, 750m from the northwest corner of the junction of Zhixin West Road and Xiaoyue River West Road"
1303,500222565,2,-1,"[(116.3382184992811, 39.99592936388995)]",,,"王庄路东侧, 距离成府路和王庄路交叉口东北角450m","on the east side of Wangzhuang Road, 450m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
1304,500222717,2,-1,"[(116.33867500707667, 40.00929268881998)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角400m","on the east side of Shuangqing Road, 400m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1305,500222805,2,-1,"[(116.33203451743418, 39.99928340657292)]",,,"清华东路东侧, 距离荷清路和清华东路交叉口东角50m","on the east side of Tsinghua East Road, 50m from the east corner of the junction of Heqing Road and Tsinghua East Road"
1306,500223395,2,-1,"[(116.31213456357631, 40.01536573923035)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
1307,500223607,2,-1,"[(116.34101624073207, 40.00990604213855)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角550m","on the east side of Shuangqing Road, 550m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1308,500223788,2,-1,"[(116.30860377187356, 40.004439837339476)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口西南角1000m","on the east side of unknown road, 1000m from the southwest corner of the junction of Heqing Road and unknown road"
1309,500223930,2,-1,"[(116.29413452967981, 39.9958655808778)]",,,"颐和园路东侧, 距离二龙闸路和颐和园路交叉口东角350m","on the east side of Yiheyuan Road, 350m from the east corner of the junction of Erlongzha Road and Yiheyuan Road"
1310,500223937,2,-1,"[(116.3378268039689, 40.00978420961612)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角400m","on the east side of Shuangqing Road, 400m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1311,500224193,2,-1,"[(116.33028533843864, 39.99712882523581)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东北角450m","on the east side of Shuangqing Road, 450m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
1312,500224515,2,-1,"[(116.33279856680404, 40.005513716185206)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口北角650m","on the east side of Heqing Road, 650m from the north corner of the junction of Tsinghua East Road and Heqing Road"
1313,500225103,2,-1,"[(116.34757751579447, 39.999637582620224)]",,,"清华东路东侧, 距离学清路和清华东路交叉口东角50m","on the east side of Tsinghua East Road, 50m from the east corner of the junction of Xueyuan Road and Tsinghua East Road"
1314,500225140,2,-1,"[(116.353141333992, 39.99593180286591)]",,,"志新路东侧, 距离志新西路和志新路交叉口西北角450m","on the east side of Zhixin Road, 450m from the northwest corner of the junction of Zhixin West Road and Zhixin Road"
1315,500225332,2,-1,"[(116.2936853751917, 39.99582631189058)]",,,"颐和园路东侧, 距离二龙闸路和颐和园路交叉口东角350m","on the east side of Yiheyuan Road, 350m from the east corner of the junction of Erlongzha Road and Yiheyuan Road"
1316,500225383,2,-1,"[(116.33565194589558, 40.006393668568315)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角50m以内","on the east side of Shuangqing Road, within 50m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1317,500225415,2,-1,"[(116.33800888111524, 40.01000259178739)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角450m","on the east side of Shuangqing Road, 450m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1318,500225524,2,-1,"[(116.33466898376898, 39.9943005066733)]",,,"王庄路东侧, 距离成府路和王庄路交叉口北角300m","on the east side of Wangzhuang Road, 300m from the north corner of the junction of Chengfu Road and Wangzhuang Road"
1319,500225550,2,-1,"[(116.33389686359453, 39.99943192521231)]",,,"双清路东侧, 距离双清路和双清路交叉口南角350m","on the east side of Shuangqing Road, 350m from the south corner of the junction of Shuangqing Road and Shuangqing Road"
1320,500225821,2,-1,"[(116.30922901717865, 40.01890967249485)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
1321,500225968,2,-1,"[(116.30868365599935, 40.0039697098762)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1000m","on the east side of Zhongguancun North Street, 1000m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
1322,500226311,2,-1,"[(116.34607980036087, 40.00550984263875)]",,,"学清路东侧, 距离石板房南路和学清路交叉口南角50m","on the east side of Xueqing Road, 50m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
1323,500226335,2,-1,"[(116.35466256757377, 40.01055584119403)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口东南角850m","on the east side of G6 Auxiliary Road, 850m from the southeast corner of the junction of unknown road and G6 Auxiliary Road"
1324,500226848,2,-1,"[(116.3088133889663, 40.00382947530933)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1000m","on the east side of Zhongguancun North Street, 1000m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
1325,500226893,2,-1,"[(116.33399134009218, 39.99592996815938)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
1326,500227103,2,-1,"[(116.33851520890484, 40.01045292648782)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m","on the east side of Shuangqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1327,500227222,2,-1,"[(116.3487027373667, 39.99604161448249)]",,,"学院路东侧, 距离志新路和学院路交叉口北角400m","on the east side of Xueyuan Road, 400m from the north corner of the junction of Zhixin Road and Xueyuan Road"
1328,500227279,2,-1,"[(116.35510961618564, 40.01336364250061)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角400m","on the east side of Beijing-Tibet Expressway, 400m from the north corner of the junction of unknown road and Beijing-Tibet Expressway"
1329,500227303,2,-1,"[(116.3035328239924, 40.019138421468824)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
1330,500227346,2,-1,"[(116.30446112172606, 40.01707684848846)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角750m","on the east side of North Fifth Ring Road, 750m from the west corner of the junction of unknown road and North Fifth Ring Road"
1331,500227606,2,-1,"[(116.35857777993303, 39.994430845555826)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
1332,500228065,2,-1,"[(116.29901275221202, 40.014126598838615)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东南角50m以内","on the east side of unknown road, within 50m from the southeast corner of the junction of unknown road and unknown road"
1333,500228365,2,-1,"[(116.30838165397151, 40.0163679440208)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东角450m","on the east side of unknown road, 450m from the east corner of the junction of North Fifth Ring Road and unknown road"
1334,500228389,2,-1,"[(116.30877430371254, 39.99725983278946)]",,,"中关村北大街东侧, 距离清华西路和中关村北大街交叉口南角100m","on the east side of Zhongguancun North Street, 100m from the south corner of the junction of Tsinghua West Road and Zhongguancun North Street"
1335,500228555,2,-1,"[(116.30355276562797, 40.01926837961897)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
1336,500228710,2,-1,"[(116.30829459785954, 40.0032604618767)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1100m","on the east side of Zhongguancun North Street, 1100m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
1337,500228763,2,-1,"[(116.31363101314508, 40.016839840314404)]",,,"北五环东侧, 距离北五环和北五环交叉口东角900m","on the east side of North Fifth Ring Road, 900m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
1338,500229106,2,-1,"[(116.30349293440555, 40.018928502803064)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
1339,500229521,2,-1,"[(116.3383156382333, 40.01051328636714)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m","on the east side of Shuangqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1340,500230466,2,-1,"[(116.35563046106083, 40.01343426386335)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角600m","on the east side of G6 Auxiliary Road, 600m from the north corner of the junction of unknown road and G6 Auxiliary Road"
1341,500231038,2,-1,"[(116.30891124893131, 40.019078601242846)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
1342,500231058,2,-1,"[(116.33957709875838, 40.01010274282468)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m","on the east side of Shuangqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1343,500231628,2,-1,"[(116.35883750981851, 39.993130536909945)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角750m","on the east side of Zhixin West Road, 750m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
1344,500231638,2,-1,"[(116.32881532540732, 39.99372791710803)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东角100m","on the east side of Shuangqing Road, 100m from the east corner of the junction of Zhongguancun East Road and Shuangqing Road"
1345,500231915,2,-1,"[(116.31485967334554, 40.01744671390539)]",,,"北五环东侧, 距离北五环和北五环交叉口东角1000m","on the east side of North Fifth Ring Road, 1000m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
1346,500232021,2,-1,"[(116.35642706295258, 40.013427931683246)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角550m","on the east side of G6 Auxiliary Road, 550m from the north corner of the junction of unknown road and G6 Auxiliary Road"
1347,500232466,2,-1,"[(116.35359512431837, 40.00593768307866)]",,,"小月河西路东侧, 距离志新西路和小月河西路交叉口西北角750m","on the east side of Xiaoyue River West Road, 750m from the northwest corner of the junction of Zhixin West Road and Xiaoyue River West Road"
1348,500232597,2,-1,"[(116.30357537952145, 39.998279294277225)]",,,"清华西路东侧, 距离颐和园路和清华西路交叉口东北角500m","on the east side of Tsinghua West Road, 500m from the northeast corner of the junction of Yiheyuan Road and Tsinghua West Road"
1349,500232748,2,-1,"[(116.34910356813002, 40.006801750158864)]",,,"石板房南路东侧, 距离未知路名和石板房南路交叉口西角350m","on the east side of Shibanfang South Road, 350m from the west corner of the junction of Ke Hui Bridge and Shibanfang South Road"
1350,500233262,2,-1,"[(116.33269610833477, 40.004553844004775)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口西南角250m","on the east side of Shuangqing Road, 250m from the southwest corner of the junction of North Road of Forestry University and Shuangqing Road"
1351,500233349,2,-1,"[(116.33207157959926, 39.99474555013836)]",,,"荷清路东侧, 距离东升南路和荷清路交叉口北角350m","on the east side of Heqing Road, 350m from the north corner of the junction of Chengfu Road and Heqing Road"
1352,500233436,2,-1,"[(116.33256668886378, 40.0046494499802)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口北角600m","on the east side of Heqing Road, 600m from the north corner of the junction of Tsinghua East Road and Heqing Road"
1353,500233574,2,-1,"[(116.35324562883092, 40.00704817095167)]",,,"未知路名东侧, 距离科荟桥和未知路名交叉口西角50m","on the east side of unknown road, 50m from the west corner of the junction of Ke Hui Bridge and unknown road"
1354,500233660,2,-1,"[(116.35267523138282, 40.01835852461863)]",,,"G6辅路东侧, 距离域清街和G6辅路交叉口北角150m","on the east side of G6 Auxiliary Road, 150m from the north corner of the junction of Yuqing Street and G6 Auxiliary Road"
1355,500233774,2,-1,"[(116.31773194820246, 40.014792110625336)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角450m","on the east side of Heqing Road, 450m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
1356,500233810,2,-1,"[(116.3457805972735, 40.0040604144976)]",,,"学清路东侧, 距离石板房南路和学清路交叉口南角200m","on the east side of Xueqing Road, 200m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
1357,500234048,2,-1,"[(116.35987707818425, 40.00613444497629)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角50m以内","on the east side of G6 Auxiliary Road, within 50m from the north corner of the junction of unknown road and G6 Auxiliary Road"
1358,500234508,2,-1,"[(116.34691961322673, 39.99872177333747)]",,,"学院路东侧, 距离志新路和学院路交叉口北角700m","on the east side of Xueyuan Road, 700m from the north corner of the junction of Zhixin Road and Xueyuan Road"
1359,500234581,2,-1,"[(116.31322193505446, 40.01684061562777)]",,,"北五环东侧, 距离北五环和北五环交叉口东角850m","on the east side of North Fifth Ring Road, 850m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
1360,500235222,2,-1,"[(116.29432156243823, 39.99606879428765)]",,,"颐和园路东侧, 距离二龙闸路和颐和园路交叉口东角400m","on the east side of Yiheyuan Road, 400m from the east corner of the junction of Erlongzha Road and Yiheyuan Road"
1361,500235228,2,-1,"[(116.35012005386494, 40.01876255340504)]",,,"京藏高速东侧, 距离清河桥和京藏高速交叉口东南角700m","on the east side of Beijing-Tibet Expressway, 700m from the southeast corner of the junction of Qinghe Bridge and Beijing-Tibet Expressway"
1362,500235559,2,-1,"[(116.33091147531937, 40.01631678450223)]",,,"后八家路东侧, 距离月泉路和后八家路交叉口北角300m","on the east side of Houbajia Road, 300m from the north corner of the junction of Yuequan Road and Houbajia Road"
1363,500235587,2,-1,"[(116.3564469814879, 40.013541404381854)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角550m","on the east side of G6 Auxiliary Road, 550m from the north corner of the junction of unknown road and G6 Auxiliary Road"
1364,500236241,2,-1,"[(116.30840237280967, 40.01901954780585)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
1365,500236302,2,-1,"[(116.33806023425126, 40.00931973798311)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角400m","on the east side of Shuangqing Road, 400m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
1366,500236362,2,-1,"[(116.30856726345377, 40.00323099311978)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1100m","on the east side of Zhongguancun North Street, 1100m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
1367,500236620,2,-1,"[(116.31571658950983, 40.01445598177215)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角300m","on the east side of Heqing Road, 300m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
1368,500236622,2,-1,"[(116.34939300610789, 40.006748280335)]",,,"石板房南路东侧, 距离未知路名和石板房南路交叉口西角300m","on the east side of Shibanfang South Road, 300m from the west corner of the junction of Ke Hui Bridge and Shibanfang South Road"
1369,500236691,2,-1,"[(116.30846221144208, 40.019259425683174)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角350m","on the east side of Information Road, 350m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
1370,500237128,2,-1,"[(116.30168764660233, 40.01141205980554)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东南角100m","on the east side of unknown road, 100m from the southeast corner of the junction of unknown road and unknown road"
