Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address
19029,500225428,2,-1,"[(116.31475460251974, 39.968319768978375)]",,,"中关村大街东侧, 距离北三环西路和中关村大街交叉口北角250m"
19030,500225438,2,-1,"[(116.3013821253303, 39.9808439064127)]",,,"海淀大街东侧, 距离苏州街和海淀大街交叉口东角100m"
19031,500225470,2,-1,"[(116.32013192329762, 39.97146934506032)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口东角50m"
19032,500225474,2,-1,"[(116.37134280872007, 39.96740648976175)]",,,"未知路名东侧, 距离G6辅路和未知路名交叉口西角200m"
19033,500225478,2,-1,"[(116.30166068969986, 39.98082249045653)]",,,"海淀大街东侧, 距离苏州街和海淀大街交叉口东角150m"
19034,500225479,2,-1,"[(116.37407571488146, 39.99891258598248)]",,,"大屯路东侧, 距离林萃路和大屯路交叉口东南角350m"
19035,500225524,2,-1,"[(116.33466898376898, 39.9943005066733)]",,,"王庄路东侧, 距离成府路和王庄路交叉口北角300m"
19036,500225540,2,-1,"[(116.37018006050795, 39.99988634077504)]",,,"大屯路东侧, 距离林萃路和大屯路交叉口东南角50m以内"
19037,500225545,2,-1,"[(116.32656563275735, 39.966542166137444)]",,,"北三环东侧, 距离未知路名和北三环交叉口西角1300m"
19038,500225550,2,-1,"[(116.33389686359453, 39.99943192521231)]",,,"双清路东侧, 距离双清路和双清路交叉口南角350m"
19039,500225569,2,-1,"[(116.39979310546568, 40.0029711690946)]",,,"安立路东侧, 距离科荟路和安立路交叉口南角550m"
19040,500225587,2,-1,"[(116.28477305773812, 40.02913027844943)]",,,"厢黄旗路东侧, 距离厢黄旗路和厢黄旗路交叉口西角50m以内"
19041,500225594,2,-1,"[(116.29516632041953, 39.96606510967037)]",,,"万柳东路东侧, 距离万泉庄路和万柳东路交叉口西南角100m"
19042,500225612,2,-1,"[(116.37338298588661, 39.974575452780996)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口东角750m"
19043,500225632,2,-1,"[(116.35856143677071, 39.96599203084359)]",,,"北三环东侧, 距离北三环和北三环交叉口东角100m"
19044,500225645,2,-1,"[(116.30765176036589, 39.98344837114861)]",,,"善缘街东侧, 距离北四环西路辅路和善缘街交叉口南角50m"
19045,500225649,2,-1,"[(116.37420032450737, 39.96183399073874)]",,,"德胜门外大街东侧, 距离黄寺大街和德胜门外大街交叉口东北角50m"
19046,500225672,2,-1,"[(116.3456077886421, 40.02886955393348)]",,,"龙岗路东侧, 距离未知路名和龙岗路交叉口东角200m"
19047,500225704,2,-1,"[(116.30160277251674, 39.97208387203045)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角350m"
19048,500225715,2,-1,"[(116.35928949816099, 39.97165078972015)]",,,"花园路东侧, 距离北土城西路和花园路交叉口南角350m"
19049,500225733,2,-1,"[(116.30476572382382, 39.97541808706538)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
19050,500225783,2,-1,"[(116.36574953370608, 39.9765062106013)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西角750m"
19051,500225788,2,-1,"[(116.36715759934384, 39.97313239461793)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口东南角250m"
19052,500225791,2,-1,"[(116.33325325453266, 39.96049472540154)]",,,"四道口路东侧, 距离北三环西路和四道口路交叉口南角500m"
19053,500225792,2,-1,"[(116.31033338520686, 39.97727775797485)]",,,"丹棱街东侧, 距离海淀中街和丹棱街交叉口东角450m"
19054,500225795,2,-1,"[(116.34095262566365, 40.0284936904744)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口南角100m"
19055,500225796,2,-1,"[(116.27316860484247, 39.979244980967486)]",,,"昆明湖东路东侧, 距离昆明湖东路和昆明湖东路交叉口南角200m"
19056,500225797,2,-1,"[(116.29890826619683, 39.9719585695919)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口西南角250m"
19057,500225808,2,-1,"[(116.30050374257492, 39.982295386770886)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角100m"
19058,500225818,2,-1,"[(116.27197569005668, 40.01302479293237)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口西角550m"
19059,500225820,2,-1,"[(116.26157551918499, 40.00414411577221)]",,,"香山路东侧, 距离未知路名和香山路交叉口西角150m"
19060,500225821,2,-1,"[(116.30922901717865, 40.01890967249485)]",,,"信息路东侧, 距离未知路名和信息路交叉口北角300m"
19061,500225822,2,-1,"[(116.30198132835773, 39.97734299145888)]",,,"彩和坊路东侧, 距离丹棱街和彩和坊路交叉口西南角50m以内"
19062,500225838,2,-1,"[(116.30450792667231, 39.97549642673366)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
19063,500225843,2,-1,"[(116.2899451693545, 39.971713208706866)]",,,"万柳中路东侧, 距离巴沟路和万柳中路交叉口南角150m"
19064,500225867,2,-1,"[(116.30602295872583, 39.9760257783812)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角150m"
19065,500225877,2,-1,"[(116.33565750862857, 39.963320136098446)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角800m"
19066,500225882,2,-1,"[(116.33556101827413, 39.96364538971196)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角800m"
19067,500225894,2,-1,"[(116.35766296689657, 39.96596330477626)]",,,"北三环东侧, 距离北三环和北三环交叉口东南角50m以内"
19068,500225906,2,-1,"[(116.37593606427657, 39.981391698745675)]",,,"民族园西路东侧, 距离民族园路和民族园西路交叉口西角450m"
19069,500225934,2,-1,"[(116.3632533553432, 39.97047557701334)]",,,"北太平庄路东侧, 距离未知路名和北太平庄路交叉口南角450m"
19070,500225936,2,-1,"[(116.32663379760488, 40.02941313731411)]",,,"清河中街东侧, 距离朱房路和清河中街交叉口东角200m"
19071,500225941,2,-1,"[(116.29972630666876, 39.974457057242695)]",,,"海淀南路东侧, 距离万泉河路和海淀南路交叉口东角350m"
19072,500225968,2,-1,"[(116.30868365599935, 40.0039697098762)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1000m"
19073,500225989,2,-1,"[(116.32053894272961, 39.987637903208515)]",,,"中关村北二街东侧, 距离成府路和中关村北二街交叉口东南角850m"
19074,500226004,2,-1,"[(116.3658188396021, 39.97641218699154)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西角750m"
19075,500226016,2,-1,"[(116.36334067674392, 39.990414652518325)]",,,"志新东路东侧, 距离北四环中路和志新东路交叉口北角450m"
19076,500226072,2,-1,"[(116.30541380861293, 39.97641761276307)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角200m"
19077,500226082,2,-1,"[(116.27665461724243, 39.97778111690395)]",,,"昆明湖东路东侧, 距离未知路名和昆明湖东路交叉口北角50m"
19078,500226089,2,-1,"[(116.29856976618026, 39.9748327409059)]",,,"海淀南路东侧, 距离苏州街和海淀南路交叉口西角100m"
19079,500226096,2,-1,"[(116.31892329976736, 39.9825312193878)]",,,"科学院南路东侧, 距离北四环西路辅路和科学院南路交叉口南角150m"
19080,500226099,2,-1,"[(116.30248173961716, 39.9658125668798)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角100m"
19081,500226100,2,-1,"[(116.27867775576374, 40.01142723937883)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口南角350m"
19082,500226116,2,-1,"[(116.37245721925318, 40.00302896843461)]",,,"科荟南路东侧, 距离林萃路和科荟南路交叉口东南角200m"
19083,500226120,2,-1,"[(116.33095730250503, 39.96957868751542)]",,,"大钟寺东路东侧, 距离知春路和大钟寺东路交叉口南角550m"
19084,500226149,2,-1,"[(116.35808139178509, 39.97271243950317)]",,,"花园路东侧, 距离北土城西路和花园路交叉口西南角250m"
19085,500226166,2,-1,"[(116.36165244205105, 39.99315290972722)]",,,"志新路东侧, 距离志新东路和志新路交叉口西北角50m"
19086,500226181,2,-1,"[(116.32858384891537, 39.96067355147528)]",,,"皂君庙路东侧, 距离北三环西路和皂君庙路交叉口南角550m"
19087,500226206,2,-1,"[(116.30685124548866, 39.97544428632161)]",,,"海淀南路东侧, 距离中关村大街和海淀南路交叉口西角350m"
19088,500226219,2,-1,"[(116.33022664630094, 40.02933380880737)]",,,"清河中街东侧, 距离朱房路和清河中街交叉口东角550m"
19089,500226235,2,-1,"[(116.33640446790055, 39.97419832235751)]",,,"知春路东侧, 距离大钟寺东路和知春路交叉口东角350m"
19090,500226241,2,-1,"[(116.33026157916179, 40.027157498859474)]",,,"未知路名东侧, 距离毛纺路和未知路名交叉口南角250m"
19091,500226242,2,-1,"[(116.28146597199755, 40.01513034463713)]",,,"圆明园西路东侧, 距离未知路名和圆明园西路交叉口东北角50m"
19092,500226249,2,-1,"[(116.32454977041122, 39.987120209788735)]",,,"中关村东路东侧, 距离成府路和中关村东路交叉口西南角450m"
19093,500226269,2,-1,"[(116.28977036896126, 39.972814935787646)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
19094,500226273,2,-1,"[(116.29871568942367, 39.963886992356585)]",,,"万柳东路东侧, 距离长春桥路和万柳东路交叉口北角500m"
19095,500226286,2,-1,"[(116.30056355014348, 39.98285525938883)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口北角150m"
19096,500226311,2,-1,"[(116.34607980036087, 40.00550984263875)]",,,"学清路东侧, 距离林业大学北路和学清路交叉口南角50m"
19097,500226313,2,-1,"[(116.34150648673715, 40.02811672471533)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口南角150m"
19098,500226328,2,-1,"[(116.29446486705568, 39.98312002600177)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角100m"
19099,500226335,2,-1,"[(116.35466256757377, 40.01055584119403)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口东南角850m"
19100,500226350,2,-1,"[(116.376013529861, 40.00061082789021)]",,,"大屯路东侧, 距离未知路名和大屯路交叉口西角350m"
19101,500226377,2,-1,"[(116.2658905099847, 40.02010013803749)]",,,"天秀路东侧, 距离农大南路和天秀路交叉口西角850m"
19102,500226384,2,-1,"[(116.30063552018638, 39.98334043972514)]",,,"北四环西路辅路东侧, 距离未知路名和北四环西路辅路交叉口东角50m"
19103,500226392,2,-1,"[(116.36757509831972, 39.98673972842865)]",,,"北四环中路东侧, 距离未知路名和北四环中路交叉口西角250m"
19104,500226397,2,-1,"[(116.30069533327652, 39.96653568735707)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口东南角550m"
19105,500226439,2,-1,"[(116.30050436512796, 39.977335587623266)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角300m"
19106,500226456,2,-1,"[(116.29895812615639, 39.97227847102841)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口西南角200m"
19107,500226471,2,-1,"[(116.33816354168954, 40.029602659557966)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角250m"
19108,500226480,2,-1,"[(116.34129596738049, 39.96323806970873)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角250m"
19109,500226485,2,-1,"[(116.30142436359799, 39.96235457436212)]",,,"万泉河路东侧, 距离万泉河路和万泉河路交叉口南角300m"
19110,500226487,2,-1,"[(116.30037462066848, 39.977405811151584)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东南角50m以内"
19111,500226501,2,-1,"[(116.33679655448753, 40.02960515923568)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角350m"
19112,500226506,2,-1,"[(116.27695979009717, 40.0007834731865)]",,,"颐和园路东侧, 距离未知路名和颐和园路交叉口西角500m"
19113,500226535,2,-1,"[(116.30166068969986, 39.98082249045653)]",,,"海淀大街东侧, 距离苏州街和海淀大街交叉口东角150m"
19114,500226537,2,-1,"[(116.3324711066336, 39.99134494190999)]",,,"成府路东侧, 距离荷清路和成府路交叉口东角100m"
19115,500226562,2,-1,"[(116.29151257551813, 39.96652798904743)]",,,"万柳中路东侧, 距离长春桥路和万柳中路交叉口北角950m"
19116,500226592,2,-1,"[(116.26167054999168, 40.00421038128948)]",,,"香山路东侧, 距离未知路名和香山路交叉口西角150m"
19117,500226595,2,-1,"[(116.37077931014763, 40.000035715516006)]",,,"大屯路东侧, 距离林萃路和大屯路交叉口东南角50m"
19118,500226617,2,-1,"[(116.322218019226, 39.964385614844076)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角200m"
19119,500226629,2,-1,"[(116.31875528636158, 39.969862054735515)]",,,"科学院南路东侧, 距离双榆树北路和科学院南路交叉口南角150m"
19120,500226636,2,-1,"[(116.29961800244575, 39.96142384010337)]",,,"长春桥路东侧, 距离北三环西路和长春桥路交叉口西角100m"
19121,500226656,2,-1,"[(116.33592705740233, 39.962149684373244)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角700m"
19122,500226674,2,-1,"[(116.30069731419235, 39.9763025012659)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角200m"
19123,500226689,2,-1,"[(116.33809370767307, 40.029502791658985)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角250m"
19124,500226705,2,-1,"[(116.26851824053719, 40.02017783680676)]",,,"天秀路东侧, 距离农大南路和天秀路交叉口西角650m"
19125,500226711,2,-1,"[(116.30084385401213, 39.97588505267045)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角150m"
19126,500226726,2,-1,"[(116.34389146584333, 40.027932550617834)]",,,"龙岗路东侧, 距离未知路名和龙岗路交叉口东角50m"
19127,500226745,2,-1,"[(116.37619718660153, 39.9601539982118)]",,,"黄寺大街东侧, 距离德胜门外大街和黄寺大街交叉口东南角200m"
19128,500226780,2,-1,"[(116.30594778756729, 39.97623783094221)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角150m"
19129,500226794,2,-1,"[(116.32411060228799, 39.98854099477515)]",,,"中关村东路东侧, 距离成府路和中关村东路交叉口西南角300m"
19130,500226807,2,-1,"[(116.30064353278972, 39.981695167122915)]",,,"海淀大街东侧, 距离彩和坊路和海淀大街交叉口西北角100m"
19131,500226819,2,-1,"[(116.33196469071763, 39.97213668258261)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角650m"
19132,500226848,2,-1,"[(116.3088133889663, 40.00382947530933)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1000m"
19133,500226865,2,-1,"[(116.2953644006399, 39.97834428974479)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角150m"
19134,500226866,2,-1,"[(116.33304260209613, 39.969384766282325)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角300m"
19135,500226885,2,-1,"[(116.38471911716042, 39.970348450357896)]",,,"裕民路东侧, 距离裕民中路和裕民路交叉口东南角200m"
19136,500226892,2,-1,"[(116.33445177552909, 40.02964949492436)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角550m"
19137,500226893,2,-1,"[(116.33399134009218, 39.99592996815938)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m"
19138,500226896,2,-1,"[(116.33103685534944, 39.971678452856146)]",,,"大钟寺东路东侧, 距离知春路和大钟寺东路交叉口南角350m"
19139,500226907,2,-1,"[(116.33112948865269, 40.02804581140493)]",,,"毛纺路东侧, 距离朱房路和毛纺路交叉口北角150m"
19140,500226921,2,-1,"[(116.28977036896126, 39.972814935787646)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
19141,500226938,2,-1,"[(116.30030151943052, 39.9760064131787)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口南角200m"
19142,500226994,2,-1,"[(116.2955636889114, 39.98097385291644)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角250m"
19143,500227002,2,-1,"[(116.30029524537744, 39.962004335878596)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口南角250m"
19144,500227016,2,-1,"[(116.30055614277215, 39.96235609678768)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口南角200m"
19145,500227025,2,-1,"[(116.33586718038423, 39.962229791799125)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角700m"
19146,500227027,2,-1,"[(116.33060746730986, 39.97455914983481)]",,,"知春路东侧, 距离中关村东路和知春路交叉口东角250m"
19147,500227029,2,-1,"[(116.28311585519751, 40.01433626837625)]",,,"未知路名东侧, 距离北五环和未知路名交叉口西角650m"
19148,500227072,2,-1,"[(116.29621306064654, 39.97204142489762)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角150m"
19149,500227077,2,-1,"[(116.30134503631982, 39.971910825907365)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角300m"
19150,500227089,2,-1,"[(116.33238169735588, 39.98828523807606)]",,,"东升南路东侧, 距离中关村东路和东升南路交叉口东北角550m"
19151,500227092,2,-1,"[(116.2988868659356, 39.98343814094388)]",,,"北四环西路东侧, 距离未知路名和北四环西路交叉口东角100m"
19152,500227096,2,-1,"[(116.2814532529765, 40.01624346703038)]",,,"圆明园西路东侧, 距离未知路名和圆明园西路交叉口北角150m"
19153,500227101,2,-1,"[(116.36536080674747, 39.9661131471397)]",,,"未知路名东侧, 距离北三环和未知路名交叉口东角350m"
19154,500227103,2,-1,"[(116.33851520890484, 40.01045292648782)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m"
19155,500227105,2,-1,"[(116.33509159142444, 39.9632913128309)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角800m"
19156,500227127,2,-1,"[(116.32862220547814, 39.97295298828952)]",,,"中关村东路东侧, 距离北三环西路和中关村东路交叉口北角700m"
19157,500227138,2,-1,"[(116.29652388702058, 39.982996544088515)]",,,"北四环西路东侧, 距离万泉河路和北四环西路交叉口东角100m"
19158,500227152,2,-1,"[(116.28447816786297, 40.022114096343905)]",,,"农大南路东侧, 距离天秀路和农大南路交叉口东角700m"
19159,500227159,2,-1,"[(116.30037166994019, 39.96233802243079)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口南角200m"
19160,500227171,2,-1,"[(116.35581867788825, 39.96439642540246)]",,,"杏坛路东侧, 距离师大北路和杏坛路交叉口东北角50m"
19161,500227176,2,-1,"[(116.26090929484927, 40.00382568139117)]",,,"香山路东侧, 距离未知路名和香山路交叉口西角200m"
19162,500227177,2,-1,"[(116.37076325839755, 39.96930700096429)]",,,"未知路名东侧, 距离G6辅路和未知路名交叉口西北角200m"
19163,500227182,2,-1,"[(116.37467757334008, 39.9794628594002)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角400m"
19164,500227183,2,-1,"[(116.35546685456416, 39.96561652023751)]",,,"北三环中路东侧, 距离杏坛路和北三环中路交叉口东南角50m"
19165,500227188,2,-1,"[(116.3076099960936, 39.975030375662904)]",,,"海淀南路东侧, 距离中关村大街和海淀南路交叉口西角300m"
19166,500227217,2,-1,"[(116.36386138453767, 39.97875447805925)]",,,"花园东路东侧, 距离龙翔路和花园东路交叉口南角150m"
19167,500227222,2,-1,"[(116.3487027373667, 39.99604161448249)]",,,"学院路东侧, 距离志新路和学院路交叉口北角400m"
19168,500227229,2,-1,"[(116.36623820665733, 39.97675167789981)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西角700m"
19169,500227260,2,-1,"[(116.29399631885997, 39.983686314668255)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角200m"
19170,500227263,2,-1,"[(116.35171305279535, 39.964402699733064)]",,,"师大北路东侧, 距离杏坛路和师大北路交叉口西角250m"
19171,500227268,2,-1,"[(116.30070751220298, 39.97229580179173)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角350m"
19172,500227279,2,-1,"[(116.35510961618564, 40.01336364250061)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角400m"
19173,500227285,2,-1,"[(116.34584720953042, 40.02955911242148)]",,,"永泰庄西路东侧, 距离永泰庄路和永泰庄西路交叉口南角250m"
19174,500227288,2,-1,"[(116.2816733535131, 40.016615171775754)]",,,"圆明园西路东侧, 距离未知路名和圆明园西路交叉口北角150m"
19175,500227292,2,-1,"[(116.3006901985617, 39.97232775978967)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角350m"
19176,500227303,2,-1,"[(116.3035328239924, 40.019138421468824)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m"
19177,500227308,2,-1,"[(116.35750700924008, 39.96580950806033)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角150m"
19178,500227316,2,-1,"[(116.33557117079452, 39.96331331112387)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角800m"
19179,500227320,2,-1,"[(116.38200576209067, 39.96210670327601)]",,,"黄寺大街东侧, 距离鼓楼外大街和黄寺大街交叉口西角550m"
19180,500227324,2,-1,"[(116.27809915556915, 40.00643817503392)]",,,"圆明园西路东侧, 距离圆明园西路和圆明园西路交叉口西南角200m"
19181,500227326,2,-1,"[(116.3658188396021, 39.97641218699154)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西角750m"
19182,500227329,2,-1,"[(116.30476572382382, 39.97541808706538)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
19183,500227334,2,-1,"[(116.26401147051617, 40.02378146048705)]",,,"黑山扈路东侧, 距离黑山扈路和黑山扈路交叉口东北角250m"
19184,500227335,2,-1,"[(116.34811955156987, 39.975147701781914)]",,,"学知桥东侧, 距离西土城路和学知桥交叉口北角250m"
19185,500227346,2,-1,"[(116.30446112172606, 40.01707684848846)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角750m"
19186,500227352,2,-1,"[(116.34537826573892, 40.02882994738355)]",,,"龙岗路东侧, 距离未知路名和龙岗路交叉口东角200m"
19187,500227355,2,-1,"[(116.34170572647132, 39.9654380706116)]",,,"未知路名东侧, 距离北三环西路和未知路名交叉口南角100m"
19188,500227370,2,-1,"[(116.34846916067474, 39.972757220727615)]",,,"西土城路东侧, 距离未知路名和西土城路交叉口北角600m"
19189,500227380,2,-1,"[(116.31276871135142, 39.97125341952732)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东北角50m以内"
19190,500227412,2,-1,"[(116.3005836098394, 39.98205525711482)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角100m"
19191,500227451,2,-1,"[(116.33639950176743, 39.97401833875571)]",,,"知春路东侧, 距离大钟寺东路和知春路交叉口东角350m"
19192,500227477,2,-1,"[(116.30074388028883, 39.977302170362904)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东南角50m"
19193,500227498,2,-1,"[(116.33480901706177, 39.97405586520794)]",,,"知春路东侧, 距离大钟寺东路和知春路交叉口东南角250m"
19194,500227505,2,-1,"[(116.29575559630513, 39.97667712904693)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角300m"
19195,500227541,2,-1,"[(116.33856145680134, 39.96050492490533)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口北角400m"
19196,500227546,2,-1,"[(116.30476572382382, 39.97541808706538)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
19197,500227563,2,-1,"[(116.33212373299224, 39.9768461930298)]",,,"知春路东侧, 距离大运村路和知春路交叉口西北角450m"
19198,500227572,2,-1,"[(116.37658684121567, 39.97043760424057)]",,,"裕民西路东侧, 距离裕民路和裕民西路交叉口南角50m"
19199,500227573,2,-1,"[(116.31679944742697, 39.96743827199399)]",,,"北三环西路东侧, 距离科学院南路和北三环西路交叉口西北角200m"
19200,500227584,2,-1,"[(116.2655034856225, 40.0230623079556)]",,,"天秀路东侧, 距离农大南路和天秀路交叉口西角850m"
19201,500227595,2,-1,"[(116.37024482265366, 39.96281449021486)]",,,"德胜门外大街东侧, 距离德胜门外大街和德胜门外大街交叉口西南角200m"
19202,500227598,2,-1,"[(116.34106562169545, 39.96375029391665)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角200m"
19203,500227599,2,-1,"[(116.33821342208537, 40.02968256481269)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角250m"
19204,500227605,2,-1,"[(116.32681603486735, 39.97543633977691)]",,,"知春路东侧, 距离中关村东路和知春路交叉口西北角50m"
19205,500227606,2,-1,"[(116.35857777993303, 39.994430845555826)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m"
19206,500227621,2,-1,"[(116.34136385322472, 40.02816891719343)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口南角150m"
19207,500227643,2,-1,"[(116.33842429387225, 40.02978478532889)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角200m"
19208,500227648,2,-1,"[(116.35939740629901, 39.98664003066602)]",,,"志新西路东侧, 距离志新路和志新西路交叉口南角600m"
19209,500227668,2,-1,"[(116.26465090188657, 40.00631395902971)]",,,"北五环东侧, 距离未知路名和北五环交叉口东北角800m"
19210,500227711,2,-1,"[(116.28653737844024, 40.02174027536466)]",,,"农大南路东侧, 距离天秀路和农大南路交叉口东角850m"
19211,500227719,2,-1,"[(116.35785611521766, 39.96577690072681)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角200m"
19212,500227730,2,-1,"[(116.34983463967913, 39.96798550332682)]",,,"西土城路东侧, 距离未知路名和西土城路交叉口东北角50m"
19213,500227748,2,-1,"[(116.32801573017028, 39.973380140385004)]",,,"中关村东路东侧, 距离北三环西路和中关村东路交叉口北角750m"
19214,500227762,2,-1,"[(116.34389146584333, 40.027932550617834)]",,,"龙岗路东侧, 距离未知路名和龙岗路交叉口东角50m"
19215,500227767,2,-1,"[(116.3722723657885, 39.96590442165262)]",,,"未知路名东侧, 距离北三环中路和未知路名交叉口东南角100m"
19216,500227859,2,-1,"[(116.34414536654643, 39.965826419998784)]",,,"未知路名东侧, 距离北三环和未知路名交叉口东南角50m以内"
19217,500227862,2,-1,"[(116.29871720639592, 39.98342843267159)]",,,"北四环西路东侧, 距离未知路名和北四环西路交叉口东角100m"
19218,500227878,2,-1,"[(116.38725764964919, 39.98549455164758)]",,,"北辰路东侧, 距离未知路名和北辰路交叉口东南角50m以内"
19219,500227880,2,-1,"[(116.28738694011537, 39.99249621140434)]",,,"西苑操场路东侧, 距离海淀公园路和西苑操场路交叉口北角350m"
19220,500227897,2,-1,"[(116.38055131238472, 39.98737799630356)]",,,"北辰西路东侧, 距离北辰西路和北辰西路交叉口南角200m"
19221,500227899,2,-1,"[(116.31931433161405, 39.96446876917252)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东角300m"
19222,500227913,2,-1,"[(116.32209999334435, 40.02991299217588)]",,,"朱房路东侧, 距离清河中街和朱房路交叉口西角150m"
19223,500227941,2,-1,"[(116.32768128721196, 40.02573237577856)]",,,"朱房路东侧, 距离清河中街和朱房路交叉口东南角600m"
19224,500227942,2,-1,"[(116.31941371424193, 39.97035077044908)]",,,"科学院南路东侧, 距离双榆树北路和科学院南路交叉口南角100m"
19225,500227944,2,-1,"[(116.39572023943848, 39.966676570470824)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角150m"
19226,500227950,2,-1,"[(116.36347339455736, 39.96756541493316)]",,,"北太平庄路东侧, 距离未知路名和北太平庄路交叉口南角750m"
19227,500227951,2,-1,"[(116.30037462066848, 39.977405811151584)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东南角50m以内"
19228,500227959,2,-1,"[(116.2889439097899, 39.99561375258082)]",,,"圆明园西路东侧, 距离未知路名和圆明园西路交叉口东南角1500m"
19229,500227982,2,-1,"[(116.3047478019126, 39.975505682942355)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
